student_skill_id,student_id,skill_id,initial_assessment_date,initial_proficiency_level,current_proficiency_level,target_proficiency_level,last_assessment_date,assessment_score,hours_practiced,projects_completed,assessed_by_staff_id,learning_style,strengths,areas_for_improvement,recommended_next_steps,progress_notes,status,created_at,updated_at
SSK-839523,STU-001418,SKL-002,2025-01-24,2,4,3,2025-01-24,62.00,147,3,STF-0040,Visual,Communication,Detail orientation,Portfolio development,On track to meet goals,In Development,2024-06-28T00:00:00.000Z,2024-07-28T00:00:00.000Z
SSK-839577,STU-001969,SKL-026,2025-03-19,2,3,3,2025-03-19,65.00,0,2,STF-0021,Reading/Writing,Team collaboration,Collaboration,Additional practice,On track to meet goals,Advanced,2024-08-21T00:00:00.000Z,2024-09-20T00:00:00.000Z
SSK-839640,STU-000252,SKL-028,2025-05-21,1,1,3,2025-05-21,77.00,63,10,STF-0005,Auditory,Team collaboration,Collaboration,Additional practice,Showing steady improvement,Proficient,2024-10-23T00:00:00.000Z,2024-11-22T00:00:00.000Z
SSK-839673,STU-000748,SKL-021,2025-06-23,2,4,3,2025-06-23,59.00,96,10,STF-0047,Kinesthetic,Attention to detail,Confidence,Project leadership role,On track to meet goals,Advanced,2024-11-25T00:00:00.000Z,2024-12-25T00:00:00.000Z
SSK-839695,STU-000877,SKL-019,2025-07-15,2,1,4,2025-07-15,81.00,118,10,STF-0019,Mixed,Fast learner,Focus,Peer tutoring,Excellent progress,Not Started,2024-12-17T00:00:00.000Z,2025-01-16T00:00:00.000Z
SSK-839709,STU-001245,SKL-032,2025-07-29,2,5,3,2025-07-29,95.00,132,2,STF-0019,Visual,Fast learner,Focus,Peer tutoring,On track to meet goals,In Development,2024-12-31T00:00:00.000Z,2025-01-30T00:00:00.000Z
SSK-839763,STU-001869,SKL-009,2025-09-21,2,4,3,2025-09-21,98.00,186,1,STF-0007,Kinesthetic,Creative vision,Technical skills,Mentorship pairing,On track to meet goals,Proficient,2025-02-23T00:00:00.000Z,2025-03-25T00:00:00.000Z
SSK-839880,STU-001851,SKL-007,2025-01-16,1,1,3,2025-01-16,62.00,102,8,STF-0005,Reading/Writing,Communication,Detail orientation,Portfolio development,Showing steady improvement,Advanced,2025-06-20T00:00:00.000Z,2025-07-20T00:00:00.000Z
SSK-839897,STU-000778,SKL-009,2025-02-02,2,3,5,2025-02-02,79.00,119,3,STF-0019,Mixed,Attention to detail,Confidence,Project leadership role,,Not Started,2025-07-07T00:00:00.000Z,2025-08-06T00:00:00.000Z
SSK-839916,STU-001631,SKL-015,2025-02-21,1,2,3,2025-02-21,98.00,138,0,STF-0035,Visual,Technical aptitude,Time management,Advanced training,Showing steady improvement,In Development,2025-07-26T00:00:00.000Z,2025-08-25T00:00:00.000Z
SSK-839920,STU-001418,SKL-002,2025-02-25,1,1,4,2025-02-25,51.00,142,4,STF-0050,Visual,Team collaboration,Collaboration,Additional practice,Exceeding expectations,In Development,2025-07-30T00:00:00.000Z,2025-08-29T00:00:00.000Z
SSK-839932,STU-001262,SKL-008,2025-03-09,1,3,4,2025-03-09,63.00,154,5,STF-0043,Auditory,Attention to detail,Confidence,Project leadership role,Exceeding expectations,In Development,2025-08-11T00:00:00.000Z,2025-09-10T00:00:00.000Z
SSK-340035,STU-000768,SKL-013,2025-08-09,2,1,3,2025-08-09,68.00,144,3,STF-0007,Auditory,Fast learner,Focus,Peer tutoring,On track to meet goals,In Development,2024-12-19T00:00:00.000Z,2025-01-18T00:00:00.000Z
SSK-340091,STU-001619,SKL-019,2025-10-04,2,2,5,2025-10-04,73.00,200,4,STF-0030,Mixed,Fast learner,Focus,Peer tutoring,,Needs Support,2025-02-13T00:00:00.000Z,2025-03-15T00:00:00.000Z
SSK-340205,STU-001181,SKL-023,2025-01-26,2,1,5,2025-01-26,85.00,113,8,STF-0018,Visual,Problem solving,Communication,Certification prep,,In Development,2025-06-07T00:00:00.000Z,2025-07-07T00:00:00.000Z
SSK-340251,STU-001181,SKL-022,2025-03-13,2,2,3,2025-03-13,80.00,159,10,STF-0023,Kinesthetic,Attention to detail,Confidence,Project leadership role,On track to meet goals,Proficient,2025-07-23T00:00:00.000Z,2025-08-22T00:00:00.000Z
SSK-340349,STU-000877,SKL-019,2025-06-19,2,5,5,2025-06-19,76.00,56,9,STF-0007,Auditory,Attention to detail,Confidence,Project leadership role,,Proficient,2025-10-29T00:00:00.000Z,2025-11-28T00:00:00.000Z
SSK-340436,STU-000281,SKL-009,2025-09-14,1,2,5,2025-09-14,61.00,143,8,STF-0020,Auditory,Problem solving,Communication,Certification prep,Needs additional support,In Development,2022-01-24T00:00:00.000Z,2022-02-23T00:00:00.000Z
SSK-340452,STU-001792,SKL-018,2025-09-30,1,3,3,2025-09-30,77.00,159,2,STF-0019,Kinesthetic,Technical aptitude,Time management,Advanced training,Showing steady improvement,Proficient,2022-02-09T00:00:00.000Z,2022-03-11T00:00:00.000Z
SSK-340457,STU-001936,SKL-032,2025-10-05,2,3,5,2025-10-05,82.00,164,7,STF-0027,Kinesthetic,Problem solving,Communication,Certification prep,,Proficient,2022-02-14T00:00:00.000Z,2022-03-16T00:00:00.000Z
SSK-340556,STU-001262,SKL-023,2025-01-12,1,2,5,2025-01-12,79.00,62,7,STF-0028,Kinesthetic,Communication,Detail orientation,Portfolio development,Needs additional support,Proficient,2022-05-24T00:00:00.000Z,2022-06-23T00:00:00.000Z
SSK-340601,STU-000417,SKL-008,2025-02-26,2,2,5,2025-02-26,73.00,107,8,STF-0023,Visual,Attention to detail,Confidence,Project leadership role,,In Development,2022-07-08T00:00:00.000Z,2022-08-07T00:00:00.000Z
SSK-340659,STU-000186,SKL-030,2025-04-25,2,5,3,2025-04-25,80.00,165,0,STF-0023,Kinesthetic,Team collaboration,Collaboration,Additional practice,On track to meet goals,Proficient,2022-09-04T00:00:00.000Z,2022-10-04T00:00:00.000Z
SSK-340693,STU-000949,SKL-036,2025-05-29,2,4,4,2025-05-29,63.00,199,1,STF-0019,Mixed,Fast learner,Focus,Peer tutoring,Excellent progress,Needs Support,2022-10-08T00:00:00.000Z,2022-11-07T00:00:00.000Z
SSK-340710,STU-000186,SKL-036,2025-06-15,1,1,3,2025-06-15,80.00,15,7,STF-0004,Visual,Communication,Detail orientation,Portfolio development,Showing steady improvement,In Development,2022-10-25T00:00:00.000Z,2022-11-24T00:00:00.000Z
SSK-340734,STU-000227,SKL-037,2025-07-09,1,5,3,2025-07-09,53.00,39,9,STF-0040,Auditory,Attention to detail,Confidence,Project leadership role,Showing steady improvement,In Development,2022-11-18T00:00:00.000Z,2022-12-18T00:00:00.000Z
SSK-340748,STU-001181,SKL-012,2025-07-23,1,4,5,2025-07-23,67.00,53,1,STF-0014,Auditory,Attention to detail,Confidence,Project leadership role,Needs additional support,Proficient,2022-12-02T00:00:00.000Z,2023-01-01T00:00:00.000Z
SSK-340774,STU-001616,SKL-022,2025-08-18,1,5,4,2025-08-18,93.00,79,5,STF-0035,Kinesthetic,Technical aptitude,Time management,Advanced training,Exceeding expectations,Advanced,2022-12-28T00:00:00.000Z,2023-01-27T00:00:00.000Z
SSK-340819,STU-000661,SKL-019,2025-10-02,2,5,4,2025-10-02,87.00,124,6,STF-0047,Visual,Fast learner,Focus,Peer tutoring,Excellent progress,In Development,2023-02-11T00:00:00.000Z,2023-03-13T00:00:00.000Z
SSK-340854,STU-000768,SKL-036,2025-11-06,1,5,3,2025-11-06,71.00,159,8,STF-0011,Kinesthetic,Fast learner,Focus,Peer tutoring,Showing steady improvement,Proficient,2023-03-18T00:00:00.000Z,2023-04-17T00:00:00.000Z
SSK-340861,STU-001631,SKL-004,2025-11-13,2,2,4,2025-11-13,78.00,166,4,STF-0035,Kinesthetic,Fast learner,Focus,Peer tutoring,Excellent progress,Proficient,2023-03-25T00:00:00.000Z,2023-04-24T00:00:00.000Z
SSK-340866,STU-000281,SKL-026,2025-11-18,1,2,3,2025-11-18,83.00,171,9,STF-0005,Kinesthetic,Creative vision,Technical skills,Mentorship pairing,Showing steady improvement,Proficient,2023-03-30T00:00:00.000Z,2023-04-29T00:00:00.000Z
SSK-340934,STU-000227,SKL-026,2025-01-25,1,5,5,2025-01-25,100.00,38,0,STF-0002,Auditory,Communication,Detail orientation,Portfolio development,Needs additional support,In Development,2023-06-06T00:00:00.000Z,2023-07-06T00:00:00.000Z
SSK-340959,STU-001100,SKL-007,2025-02-19,2,5,3,2025-02-19,74.00,63,3,STF-0007,Kinesthetic,Fast learner,Focus,Peer tutoring,On track to meet goals,Proficient,2023-07-01T00:00:00.000Z,2023-07-31T00:00:00.000Z
SSK-340964,STU-001418,SKL-033,2025-02-24,1,5,5,2025-02-24,79.00,68,8,STF-0031,Kinesthetic,Creative vision,Technical skills,Mentorship pairing,Needs additional support,Proficient,2023-07-06T00:00:00.000Z,2023-08-05T00:00:00.000Z
SSK-341032,STU-000186,SKL-031,2025-05-03,1,3,4,2025-05-03,96.00,136,10,STF-0026,Auditory,Communication,Detail orientation,Portfolio development,Exceeding expectations,In Development,2023-09-12T00:00:00.000Z,2023-10-12T00:00:00.000Z
SSK-341080,STU-001078,SKL-027,2025-06-20,1,1,4,2025-06-20,93.00,184,3,STF-0002,Reading/Writing,Problem solving,Communication,Certification prep,Exceeding expectations,Advanced,2023-10-30T00:00:00.000Z,2023-11-29T00:00:00.000Z
SSK-341084,STU-000661,SKL-003,2025-06-24,1,5,5,2025-06-24,97.00,188,7,STF-0037,Reading/Writing,Attention to detail,Confidence,Project leadership role,Needs additional support,Advanced,2023-11-03T00:00:00.000Z,2023-12-03T00:00:00.000Z
SSK-341197,STU-000947,SKL-035,2025-10-15,2,3,4,2025-10-15,57.00,100,10,STF-0045,Mixed,Fast learner,Focus,Peer tutoring,Excellent progress,Not Started,2024-02-24T00:00:00.000Z,2024-03-25T00:00:00.000Z
SSK-341206,STU-001078,SKL-037,2025-10-24,1,2,4,2025-10-24,66.00,109,8,STF-0047,Visual,Problem solving,Communication,Certification prep,Exceeding expectations,In Development,2024-03-04T00:00:00.000Z,2024-04-03T00:00:00.000Z
SSK-341289,STU-001352,SKL-039,2025-01-15,2,5,3,2025-01-15,98.00,192,3,STF-0050,Reading/Writing,Team collaboration,Collaboration,Additional practice,On track to meet goals,Needs Support,2024-05-26T00:00:00.000Z,2024-06-25T00:00:00.000Z
SSK-341296,STU-001613,SKL-029,2025-01-22,1,2,4,2025-01-22,54.00,199,10,STF-0039,Mixed,Team collaboration,Collaboration,Additional practice,Exceeding expectations,Not Started,2024-06-02T00:00:00.000Z,2024-07-02T00:00:00.000Z
SSK-341389,STU-001869,SKL-004,2025-04-25,2,5,4,2025-04-25,96.00,91,4,STF-0017,Reading/Writing,Communication,Detail orientation,Portfolio development,Excellent progress,Needs Support,2024-09-03T00:00:00.000Z,2024-10-03T00:00:00.000Z
SSK-341494,STU-000186,SKL-015,2025-08-08,1,5,4,2025-08-08,99.00,196,10,STF-0027,Mixed,Communication,Detail orientation,Portfolio development,Exceeding expectations,Needs Support,2024-12-17T00:00:00.000Z,2025-01-16T00:00:00.000Z
SSK-341506,STU-001790,SKL-001,2025-08-20,1,2,4,2025-08-20,60.00,7,0,STF-0017,Visual,Team collaboration,Collaboration,Additional practice,Exceeding expectations,In Development,2024-12-29T00:00:00.000Z,2025-01-28T00:00:00.000Z
SSK-341528,STU-000947,SKL-016,2025-09-11,1,4,5,2025-09-11,82.00,29,0,STF-0007,Visual,Problem solving,Communication,Certification prep,Needs additional support,In Development,2025-01-20T00:00:00.000Z,2025-02-19T00:00:00.000Z
SSK-341589,STU-001936,SKL-004,2025-11-11,2,5,3,2025-11-11,92.00,90,6,STF-0017,Reading/Writing,Fast learner,Focus,Peer tutoring,On track to meet goals,Needs Support,2025-03-22T00:00:00.000Z,2025-04-21T00:00:00.000Z
SSK-341639,STU-001936,SKL-029,2025-12-31,2,5,5,2025-12-31,91.00,140,1,STF-0040,Auditory,Team collaboration,Collaboration,Additional practice,,In Development,2025-05-11T00:00:00.000Z,2025-06-10T00:00:00.000Z
SSK-341671,STU-000947,SKL-034,2025-02-01,2,2,4,2025-02-01,72.00,172,0,STF-0038,Kinesthetic,Creative vision,Technical skills,Mentorship pairing,Excellent progress,Advanced,2025-06-12T00:00:00.000Z,2025-07-12T00:00:00.000Z
SSK-341719,STU-000227,SKL-029,2025-03-21,2,5,4,2025-03-21,69.00,19,4,STF-0021,Visual,Technical aptitude,Time management,Advanced training,Excellent progress,In Development,2025-07-30T00:00:00.000Z,2025-08-29T00:00:00.000Z
SSK-341735,STU-000949,SKL-014,2025-04-06,2,1,5,2025-04-06,85.00,35,9,STF-0011,Auditory,Attention to detail,Confidence,Project leadership role,,In Development,2025-08-15T00:00:00.000Z,2025-09-14T00:00:00.000Z
SSK-341757,STU-001631,SKL-024,2025-04-28,2,3,3,2025-04-28,56.00,57,9,STF-0040,Kinesthetic,Fast learner,Focus,Peer tutoring,On track to meet goals,Proficient,2025-09-06T00:00:00.000Z,2025-10-06T00:00:00.000Z
SSK-341815,STU-000610,SKL-005,2025-06-25,2,1,4,2025-06-25,63.00,115,1,STF-0043,Visual,Problem solving,Communication,Certification prep,Excellent progress,In Development,2025-11-03T00:00:00.000Z,2025-12-03T00:00:00.000Z
SSK-341894,STU-000281,SKL-007,2025-09-12,1,5,5,2025-09-12,91.00,194,3,STF-0032,Mixed,Technical aptitude,Time management,Advanced training,Needs additional support,Needs Support,2022-01-21T00:00:00.000Z,2022-02-20T00:00:00.000Z
SSK-341952,STU-001076,SKL-027,2025-11-09,1,3,3,2025-11-09,98.00,51,6,STF-0041,Kinesthetic,Attention to detail,Confidence,Project leadership role,Showing steady improvement,Proficient,2022-03-20T00:00:00.000Z,2022-04-19T00:00:00.000Z
SSK-341970,STU-000454,SKL-025,2025-11-27,1,1,3,2025-11-27,65.00,69,2,STF-0043,Kinesthetic,Communication,Detail orientation,Portfolio development,Showing steady improvement,Advanced,2022-04-07T00:00:00.000Z,2022-05-07T00:00:00.000Z
SSK-341982,STU-001792,SKL-010,2025-12-09,1,3,3,2025-12-09,77.00,81,3,STF-0010,Reading/Writing,Team collaboration,Collaboration,Additional practice,Showing steady improvement,Advanced,2022-04-19T00:00:00.000Z,2022-05-19T00:00:00.000Z
SSK-341992,STU-000252,SKL-033,2025-12-19,1,3,4,2025-12-19,87.00,91,2,STF-0023,Mixed,Technical aptitude,Time management,Advanced training,Exceeding expectations,Needs Support,2022-04-29T00:00:00.000Z,2022-05-29T00:00:00.000Z
SSK-342008,STU-001969,SKL-003,2025-01-04,1,4,5,2025-01-04,52.00,107,7,STF-0018,Visual,Attention to detail,Confidence,Project leadership role,Needs additional support,In Development,2022-05-15T00:00:00.000Z,2022-06-14T00:00:00.000Z
SSK-342030,STU-000281,SKL-017,2025-01-26,1,1,3,2025-01-26,74.00,129,7,STF-0009,Auditory,Fast learner,Focus,Peer tutoring,Showing steady improvement,In Development,2022-06-06T00:00:00.000Z,2022-07-06T00:00:00.000Z
SSK-342052,STU-000610,SKL-034,2025-02-17,1,3,4,2025-02-17,96.00,151,7,STF-0046,Kinesthetic,Team collaboration,Collaboration,Additional practice,Exceeding expectations,Proficient,2022-06-28T00:00:00.000Z,2022-07-28T00:00:00.000Z
SSK-342089,STU-000996,SKL-007,2025-03-26,2,5,5,2025-03-26,82.00,188,0,STF-0005,Reading/Writing,Communication,Detail orientation,Portfolio development,,Needs Support,2022-08-04T00:00:00.000Z,2022-09-03T00:00:00.000Z
SSK-342200,STU-000896,SKL-012,2025-07-15,1,1,5,2025-07-15,91.00,98,1,STF-0050,Visual,Problem solving,Communication,Certification prep,Needs additional support,In Development,2022-11-23T00:00:00.000Z,2022-12-23T00:00:00.000Z
SSK-342281,STU-001181,SKL-012,2025-10-04,2,2,5,2025-10-04,70.00,179,5,STF-0021,Reading/Writing,Attention to detail,Confidence,Project leadership role,,Advanced,2023-02-12T00:00:00.000Z,2023-03-14T00:00:00.000Z
SSK-342297,STU-001262,SKL-016,2025-10-20,2,3,3,2025-10-20,86.00,195,10,STF-0041,Mixed,Team collaboration,Collaboration,Additional practice,On track to meet goals,Not Started,2023-02-28T00:00:00.000Z,2023-03-30T00:00:00.000Z
SSK-342365,STU-001426,SKL-015,2025-12-27,2,1,5,2025-12-27,52.00,62,1,STF-0003,Kinesthetic,Attention to detail,Confidence,Project leadership role,,Proficient,2023-05-07T00:00:00.000Z,2023-06-06T00:00:00.000Z
SSK-342376,STU-001133,SKL-012,2025-01-07,1,2,4,2025-01-07,63.00,73,1,STF-0049,Reading/Writing,Communication,Detail orientation,Portfolio development,Exceeding expectations,Advanced,2023-05-18T00:00:00.000Z,2023-06-17T00:00:00.000Z
SSK-342390,STU-001792,SKL-002,2025-01-21,1,1,3,2025-01-21,77.00,87,4,STF-0036,Mixed,Communication,Detail orientation,Portfolio development,Showing steady improvement,Needs Support,2023-06-01T00:00:00.000Z,2023-07-01T00:00:00.000Z
SSK-342483,STU-001869,SKL-021,2025-04-24,2,4,3,2025-04-24,68.00,180,9,STF-0013,Reading/Writing,Creative vision,Technical skills,Mentorship pairing,On track to meet goals,Advanced,2023-09-02T00:00:00.000Z,2023-10-02T00:00:00.000Z
SSK-342517,STU-000996,SKL-033,2025-05-28,2,3,4,2025-05-28,51.00,13,10,STF-0030,Visual,Technical aptitude,Time management,Advanced training,Excellent progress,In Development,2023-10-06T00:00:00.000Z,2023-11-05T00:00:00.000Z
SSK-342541,STU-000379,SKL-003,2025-06-21,2,2,4,2025-06-21,75.00,37,1,STF-0011,Auditory,Fast learner,Focus,Peer tutoring,Excellent progress,Proficient,2023-10-30T00:00:00.000Z,2023-11-29T00:00:00.000Z
SSK-342551,STU-000454,SKL-013,2025-07-01,2,2,5,2025-07-01,85.00,47,0,STF-0040,Kinesthetic,Communication,Detail orientation,Portfolio development,,Proficient,2023-11-09T00:00:00.000Z,2023-12-09T00:00:00.000Z
SSK-342628,STU-000356,SKL-030,2025-09-16,1,4,4,2025-09-16,60.00,124,0,STF-0010,Visual,Communication,Detail orientation,Portfolio development,Exceeding expectations,In Development,2024-01-25T00:00:00.000Z,2024-02-24T00:00:00.000Z
SSK-342640,STU-001616,SKL-032,2025-09-28,1,1,4,2025-09-28,72.00,136,1,STF-0049,Auditory,Team collaboration,Collaboration,Additional practice,Exceeding expectations,Proficient,2024-02-06T00:00:00.000Z,2024-03-07T00:00:00.000Z
SSK-342671,STU-000454,SKL-026,2025-10-29,2,2,5,2025-10-29,52.00,167,10,STF-0016,Kinesthetic,Technical aptitude,Time management,Advanced training,,Advanced,2024-03-08T00:00:00.000Z,2024-04-07T00:00:00.000Z
SSK-342691,STU-001631,SKL-003,2025-11-18,2,2,4,2025-11-18,72.00,187,8,STF-0046,Mixed,Communication,Detail orientation,Portfolio development,Excellent progress,Needs Support,2024-03-28T00:00:00.000Z,2024-04-27T00:00:00.000Z
SSK-342765,STU-000502,SKL-033,2025-01-31,2,1,3,2025-01-31,95.00,60,5,STF-0011,Kinesthetic,Fast learner,Focus,Peer tutoring,On track to meet goals,Proficient,2024-06-10T00:00:00.000Z,2024-07-10T00:00:00.000Z
SSK-342793,STU-001124,SKL-012,2025-02-28,2,4,4,2025-02-28,72.00,88,0,STF-0036,Mixed,Fast learner,Focus,Peer tutoring,Excellent progress,Needs Support,2024-07-08T00:00:00.000Z,2024-08-07T00:00:00.000Z
SSK-342839,STU-000252,SKL-011,2025-04-15,2,5,5,2025-04-15,67.00,134,2,STF-0017,Auditory,Technical aptitude,Time management,Advanced training,,In Development,2024-08-23T00:00:00.000Z,2024-09-22T00:00:00.000Z
SSK-342913,STU-000008,SKL-010,2025-06-28,2,4,4,2025-06-28,90.00,7,10,STF-0047,Visual,Team collaboration,Collaboration,Additional practice,Excellent progress,In Development,2024-11-05T00:00:00.000Z,2024-12-05T00:00:00.000Z
SSK-342920,STU-000968,SKL-020,2025-07-05,1,1,5,2025-07-05,97.00,14,6,STF-0017,Visual,Team collaboration,Collaboration,Additional practice,Needs additional support,In Development,2024-11-12T00:00:00.000Z,2024-12-12T00:00:00.000Z
SSK-342948,STU-000008,SKL-035,2025-08-02,1,4,3,2025-08-02,74.00,42,1,STF-0035,Auditory,Team collaboration,Collaboration,Additional practice,Showing steady improvement,Proficient,2024-12-10T00:00:00.000Z,2025-01-09T00:00:00.000Z
SSK-342969,STU-001352,SKL-020,2025-08-23,2,5,3,2025-08-23,95.00,63,0,STF-0043,Kinesthetic,Team collaboration,Collaboration,Additional practice,On track to meet goals,Proficient,2024-12-31T00:00:00.000Z,2025-01-30T00:00:00.000Z
SSK-342981,STU-000661,SKL-031,2025-09-04,2,2,3,2025-09-04,56.00,75,1,STF-0022,Reading/Writing,Attention to detail,Confidence,Project leadership role,On track to meet goals,Advanced,2025-01-12T00:00:00.000Z,2025-02-11T00:00:00.000Z
SSK-343044,STU-001078,SKL-005,2025-11-06,1,5,3,2025-11-06,68.00,138,9,STF-0006,Auditory,Attention to detail,Confidence,Project leadership role,Showing steady improvement,Proficient,2025-03-16T00:00:00.000Z,2025-04-15T00:00:00.000Z
SSK-343047,STU-001245,SKL-014,2025-11-09,2,3,3,2025-11-09,71.00,141,1,STF-0015,Auditory,Problem solving,Communication,Certification prep,On track to meet goals,Proficient,2025-03-19T00:00:00.000Z,2025-04-18T00:00:00.000Z
SSK-343079,STU-001949,SKL-027,2025-12-11,2,5,5,2025-12-11,52.00,173,0,STF-0040,Reading/Writing,Attention to detail,Confidence,Project leadership role,,Advanced,2025-04-20T00:00:00.000Z,2025-05-20T00:00:00.000Z
SSK-343101,STU-000768,SKL-017,2025-01-02,2,2,3,2025-01-02,74.00,195,0,STF-0042,Visual,Fast learner,Focus,Peer tutoring,On track to meet goals,In Development,2025-05-12T00:00:00.000Z,2025-06-11T00:00:00.000Z
SSK-343126,STU-001949,SKL-003,2025-01-27,1,2,4,2025-01-27,99.00,19,3,STF-0013,Visual,Technical aptitude,Time management,Advanced training,Exceeding expectations,In Development,2025-06-06T00:00:00.000Z,2025-07-06T00:00:00.000Z
SSK-343176,STU-000173,SKL-014,2025-03-18,1,2,3,2025-03-18,98.00,69,9,STF-0032,Reading/Writing,Creative vision,Technical skills,Mentorship pairing,Showing steady improvement,Advanced,2025-07-26T00:00:00.000Z,2025-08-25T00:00:00.000Z
SSK-343181,STU-001076,SKL-009,2025-03-23,2,2,5,2025-03-23,52.00,74,3,STF-0048,Reading/Writing,Communication,Detail orientation,Portfolio development,,Advanced,2025-07-31T00:00:00.000Z,2025-08-30T00:00:00.000Z
SSK-343209,STU-000011,SKL-031,2025-04-20,2,5,3,2025-04-20,80.00,102,9,STF-0013,Visual,Communication,Detail orientation,Portfolio development,On track to meet goals,In Development,2025-08-28T00:00:00.000Z,2025-09-27T00:00:00.000Z
