goal_id,student_id,goal_type,goal_title,description,start_date,target_completion_date,actual_completion_date,priority,progress_percentage,milestones_total,milestones_completed,mentor_assigned_id,staff_assigned_id,program_id,barriers_identified,support_needed,last_review_date,next_review_date,notes,status,created_at,updated_at
GOL-696006,STU-000912,Academic,Financial savings goal,Financial savings goal - Personal development goal for Better Youth student,2025-11-13,2026-05-06,2026-05-17,High,15,5,0,MNT-0164,STF-0010,PRG-015,None,Counseling,2025-11-13,2025-12-13,Needs attention,Active,2023-02-16T00:00:00.000Z,2023-03-02T00:00:00.000Z
GOL-696024,STU-001234,Career,Create independent project,Create independent project - Personal development goal for Better Youth student,2025-12-01,2026-05-20,2026-05-25,High,33,2,0,null,STF-0044,PRG-015,None,None additional,2025-12-01,2025-12-31,,Active,2023-03-06T00:00:00.000Z,2023-03-20T00:00:00.000Z
GOL-696070,STU-000983,Financial,Network with 5 professionals,Network with 5 professionals - Personal development goal for Better Youth student,2025-01-16,2025-05-08,null,Medium,79,6,1,null,STF-0044,PRG-015,Transportation,Counseling,2025-01-16,2025-02-15,Revised timeline,Completed,2023-04-21T00:00:00.000Z,2023-05-05T00:00:00.000Z
GOL-696176,STU-000384,Health/Wellness,Mentor a peer,Mentor a peer - Personal development goal for Better Youth student,2025-05-02,2025-07-02,null,Medium,84,7,8,MNT-0044,STF-0011,PRG-012,Personal challenges,None additional,2025-05-02,2025-06-01,Additional support provided,Completed,2023-08-05T00:00:00.000Z,2023-08-19T00:00:00.000Z
GOL-696179,STU-000568,Health/Wellness,Complete community service hours,Complete community service hours - Personal development goal for Better Youth student,2025-05-05,2025-11-21,null,Medium,87,3,2,MNT-0047,STF-0034,PRG-012,Personal challenges,Equipment access,2025-05-05,2025-06-04,On track,Completed,2023-08-08T00:00:00.000Z,2023-08-22T00:00:00.000Z
GOL-696307,STU-001102,Academic,College application completion,College application completion - Personal development goal for Better Youth student,2025-09-10,2025-10-30,2025-10-03,High,13,5,4,MNT-0098,STF-0044,null,None,Equipment access,2025-09-10,2025-10-10,Needs attention,Active,2023-12-14T00:00:00.000Z,2023-12-28T00:00:00.000Z
GOL-696363,STU-002000,Personal Growth,Secure internship,Secure internship - Personal development goal for Better Youth student,2025-11-05,2026-03-09,null,Medium,69,5,6,MNT-0174,STF-0021,PRG-012,Transportation,Equipment access,2025-11-05,2025-12-05,Needs attention,Completed,2024-02-08T00:00:00.000Z,2024-02-22T00:00:00.000Z
GOL-696384,STU-000305,Creative,Create independent project,Create independent project - Personal development goal for Better Youth student,2025-11-26,2026-02-11,2026-04-12,Low,90,5,0,MNT-0080,STF-0001,PRG-006,Academic demands,None additional,2025-11-26,2025-12-26,Needs attention,On Hold,2024-02-29T00:00:00.000Z,2024-03-14T00:00:00.000Z
GOL-696410,STU-000746,Academic,Public speaking confidence,Public speaking confidence - Personal development goal for Better Youth student,2025-12-22,2026-03-06,2026-06-20,High,15,3,8,MNT-0007,STF-0018,PRG-014,None,Mentoring,2025-12-22,2026-01-21,On track,Active,2024-03-26T00:00:00.000Z,2024-04-09T00:00:00.000Z
GOL-696430,STU-001768,Career,Network with 5 professionals,Network with 5 professionals - Personal development goal for Better Youth student,2025-01-11,2025-03-07,null,Medium,35,2,1,MNT-0097,STF-0017,PRG-015,None,Counseling,2025-01-11,2025-02-10,,Active,2024-04-15T00:00:00.000Z,2024-04-29T00:00:00.000Z
GOL-696447,STU-000062,Skills Development,Improve attendance,Improve attendance - Personal development goal for Better Youth student,2025-01-28,2025-03-13,2025-07-14,Medium,52,5,0,MNT-0029,STF-0001,PRG-001,Time constraints,Flexible scheduling,2025-01-28,2025-02-27,Needs attention,Completed,2024-05-02T00:00:00.000Z,2024-05-16T00:00:00.000Z
GOL-696521,STU-000186,Career,Mentor a peer,Mentor a peer - Personal development goal for Better Youth student,2025-04-12,2025-09-14,null,High,25,2,2,MNT-0131,STF-0039,null,None,Tutoring,2025-04-12,2025-05-12,,Active,2024-07-15T00:00:00.000Z,2024-07-29T00:00:00.000Z
GOL-696634,STU-001150,Career,Learn new software,Learn new software - Personal development goal for Better Youth student,2025-08-03,2025-11-16,null,Medium,37,3,7,null,STF-0006,PRG-008,None,Mentoring,2025-08-03,2025-09-02,On track,Active,2024-11-05T00:00:00.000Z,2024-11-19T00:00:00.000Z
GOL-696636,STU-000582,Skills Development,Financial savings goal,Financial savings goal - Personal development goal for Better Youth student,2025-08-05,2025-11-27,2026-03-02,Medium,39,5,0,MNT-0070,STF-0015,PRG-002,Time constraints,Transportation,2025-08-05,2025-09-04,Needs attention,Active,2024-11-07T00:00:00.000Z,2024-11-21T00:00:00.000Z
GOL-696735,STU-001527,Skills Development,Complete program certification,Complete program certification - Personal development goal for Better Youth student,2025-11-12,2026-05-06,null,Medium,37,6,0,null,STF-0032,PRG-012,Time constraints,Flexible scheduling,2025-11-12,2025-12-12,Revised timeline,Active,2025-02-14T00:00:00.000Z,2025-02-28T00:00:00.000Z
GOL-696799,STU-000983,Community,Learn new software,Learn new software - Personal development goal for Better Youth student,2025-01-15,2025-04-14,2025-06-20,Low,0,7,1,MNT-0181,STF-0021,PRG-010,Health issues,Flexible scheduling,2025-01-15,2025-02-14,Additional support provided,Deferred,2025-04-19T00:00:00.000Z,2025-05-03T00:00:00.000Z
GOL-696801,STU-001017,Academic,Financial savings goal,Financial savings goal - Personal development goal for Better Youth student,2025-01-17,2025-03-04,null,High,2,2,3,MNT-0067,STF-0001,null,None,Tutoring,2025-01-17,2025-02-16,,Active,2025-04-21T00:00:00.000Z,2025-05-05T00:00:00.000Z
GOL-696855,STU-000469,Personal Growth,Complete program certification,Complete program certification - Personal development goal for Better Youth student,2025-03-12,2025-06-07,null,Medium,56,7,3,MNT-0074,STF-0020,null,Resource access,Flexible scheduling,2025-03-12,2025-04-11,Additional support provided,Completed,2025-06-14T00:00:00.000Z,2025-06-28T00:00:00.000Z
GOL-696868,STU-001004,Financial,Master video editing,Master video editing - Personal development goal for Better Youth student,2025-03-25,2025-05-17,null,Medium,69,6,7,MNT-0003,STF-0038,PRG-005,Transportation,Transportation,2025-03-25,2025-04-24,Revised timeline,Completed,2025-06-27T00:00:00.000Z,2025-07-11T00:00:00.000Z
GOL-696883,STU-001225,Creative,Master video editing,Master video editing - Personal development goal for Better Youth student,2025-04-09,2025-09-22,null,Low,84,7,4,null,STF-0050,PRG-012,Academic demands,Equipment access,2025-04-09,2025-05-09,Additional support provided,On Hold,2025-07-12T00:00:00.000Z,2025-07-26T00:00:00.000Z
GOL-696902,STU-000983,Academic,Build portfolio,Build portfolio - Personal development goal for Better Youth student,2025-04-28,2025-09-03,2025-11-06,High,2,5,5,MNT-0109,STF-0050,PRG-006,None,Counseling,2025-04-28,2025-05-28,Needs attention,Active,2025-07-31T00:00:00.000Z,2025-08-14T00:00:00.000Z
GOL-696941,STU-000567,Skills Development,Mentor a peer,Mentor a peer - Personal development goal for Better Youth student,2025-06-06,2025-11-21,2025-09-05,Medium,41,2,8,MNT-0132,STF-0047,PRG-010,Time constraints,Financial assistance,2025-06-06,2025-07-06,,Active,2025-09-08T00:00:00.000Z,2025-09-22T00:00:00.000Z
GOL-696992,STU-000568,Leadership,Build portfolio,Build portfolio - Personal development goal for Better Youth student,2025-07-27,2025-11-26,null,Low,92,4,5,MNT-0187,STF-0014,PRG-002,Work schedule,None additional,2025-07-27,2025-08-26,Ahead of schedule,Cancelled,2025-10-29T00:00:00.000Z,2025-11-12T00:00:00.000Z
GOL-697085,STU-001917,Creative,Public speaking confidence,Public speaking confidence - Personal development goal for Better Youth student,2025-10-28,2026-05-15,2026-04-23,Low,84,6,8,null,STF-0040,PRG-009,Academic demands,Financial assistance,2025-10-28,2025-11-27,Revised timeline,On Hold,2023-01-30T00:00:00.000Z,2023-02-13T00:00:00.000Z
GOL-697104,STU-000983,Academic,Create independent project,Create independent project - Personal development goal for Better Youth student,2025-11-16,2026-02-16,null,High,2,4,0,MNT-0160,STF-0020,PRG-008,None,None additional,2025-11-16,2025-12-16,Ahead of schedule,Active,2023-02-18T00:00:00.000Z,2023-03-04T00:00:00.000Z
GOL-697126,STU-000920,Career,Improve GPA,Improve GPA - Personal development goal for Better Youth student,2025-12-08,2026-03-08,2026-01-22,High,24,5,4,null,STF-0046,PRG-014,None,Counseling,2025-12-08,2026-01-07,Needs attention,Active,2023-03-12T00:00:00.000Z,2023-03-26T00:00:00.000Z
GOL-697160,STU-001532,Personal Growth,Public speaking confidence,Public speaking confidence - Personal development goal for Better Youth student,2025-01-11,2025-03-01,null,Medium,58,4,2,MNT-0152,STF-0015,PRG-014,Resource access,None additional,2025-01-11,2025-02-10,Ahead of schedule,Completed,2023-04-15T00:00:00.000Z,2023-04-29T00:00:00.000Z
GOL-697231,STU-000527,Career,Improve GPA,Improve GPA - Personal development goal for Better Youth student,2025-03-23,2025-08-13,null,Medium,28,5,1,null,STF-0009,PRG-009,None,Flexible scheduling,2025-03-23,2025-04-22,Needs attention,Active,2023-06-25T00:00:00.000Z,2023-07-09T00:00:00.000Z
GOL-697256,STU-000186,Personal Growth,Mentor a peer,Mentor a peer - Personal development goal for Better Youth student,2025-04-17,2025-10-21,2025-07-10,Medium,53,2,8,MNT-0190,STF-0009,PRG-005,Resource access,None additional,2025-04-17,2025-05-17,,Completed,2023-07-20T00:00:00.000Z,2023-08-03T00:00:00.000Z
GOL-697261,STU-001891,Personal Growth,Improve GPA,Improve GPA - Personal development goal for Better Youth student,2025-04-22,2025-10-01,2025-09-17,Medium,58,7,4,null,STF-0014,PRG-007,Resource access,Financial assistance,2025-04-22,2025-05-22,Additional support provided,Completed,2023-07-25T00:00:00.000Z,2023-08-08T00:00:00.000Z
GOL-697284,STU-000567,Creative,Create independent project,Create independent project - Personal development goal for Better Youth student,2025-05-15,2025-11-28,2025-06-24,Low,81,2,0,MNT-0029,STF-0031,null,Academic demands,Transportation,2025-05-15,2025-06-14,,On Hold,2023-08-17T00:00:00.000Z,2023-08-31T00:00:00.000Z
GOL-697294,STU-002000,Leadership,Learn new software,Learn new software - Personal development goal for Better Youth student,2025-05-25,2025-10-12,null,Low,91,5,1,MNT-0091,STF-0023,null,Work schedule,Counseling,2025-05-25,2025-06-24,Needs attention,Cancelled,2023-08-27T00:00:00.000Z,2023-09-10T00:00:00.000Z
GOL-697398,STU-000024,Community,Secure internship,Secure internship - Personal development goal for Better Youth student,2025-09-06,2025-10-13,null,Low,94,4,6,null,STF-0029,PRG-007,Health issues,Counseling,2025-09-06,2025-10-06,Ahead of schedule,Deferred,2023-12-09T00:00:00.000Z,2023-12-23T00:00:00.000Z
GOL-697402,STU-000568,Academic,College application completion,College application completion - Personal development goal for Better Youth student,2025-09-10,2026-01-06,2026-03-21,High,98,8,1,null,STF-0007,PRG-010,None,Mentoring,2025-09-10,2025-10-10,Excellent progress,Active,2023-12-13T00:00:00.000Z,2023-12-27T00:00:00.000Z
GOL-697419,STU-001017,Career,Create independent project,Create independent project - Personal development goal for Better Youth student,2025-09-27,2026-04-15,2026-02-06,High,14,4,0,null,STF-0007,PRG-015,None,Equipment access,2025-09-27,2025-10-27,Ahead of schedule,Active,2023-12-30T00:00:00.000Z,2024-01-13T00:00:00.000Z
GOL-697511,STU-000582,Academic,Mentor a peer,Mentor a peer - Personal development goal for Better Youth student,2025-12-28,2026-02-09,null,High,5,5,2,null,STF-0031,PRG-012,None,Flexible scheduling,2025-12-28,2026-01-27,Needs attention,Active,2024-03-31T00:00:00.000Z,2024-04-14T00:00:00.000Z
GOL-697523,STU-000474,Career,Leadership role,Leadership role - Personal development goal for Better Youth student,2025-01-09,2025-05-11,null,High,17,3,5,null,STF-0006,PRG-011,None,Equipment access,2025-01-09,2025-02-08,On track,Active,2024-04-12T00:00:00.000Z,2024-04-26T00:00:00.000Z
GOL-697554,STU-001641,Personal Growth,Create independent project,Create independent project - Personal development goal for Better Youth student,2025-02-09,2025-04-19,2025-09-15,Medium,48,6,0,MNT-0181,STF-0012,PRG-006,Resource access,Mentoring,2025-02-09,2025-03-11,Revised timeline,Completed,2024-05-13T00:00:00.000Z,2024-05-27T00:00:00.000Z
GOL-697571,STU-001768,Financial,Mentor a peer,Mentor a peer - Personal development goal for Better Youth student,2025-02-26,2025-05-05,null,Medium,65,2,8,MNT-0033,STF-0019,PRG-011,Transportation,Equipment access,2025-02-26,2025-03-28,,Completed,2024-05-30T00:00:00.000Z,2024-06-13T00:00:00.000Z
GOL-697628,STU-001768,Career,Leadership role,Leadership role - Personal development goal for Better Youth student,2025-04-24,2025-11-13,2025-10-22,High,21,3,2,MNT-0057,STF-0026,PRG-008,None,Transportation,2025-04-24,2025-05-24,On track,Active,2024-07-26T00:00:00.000Z,2024-08-09T00:00:00.000Z
GOL-697644,STU-001527,Skills Development,Create independent project,Create independent project - Personal development goal for Better Youth student,2025-05-10,2025-10-30,null,Medium,37,5,0,MNT-0169,STF-0024,null,Time constraints,Transportation,2025-05-10,2025-06-09,Needs attention,Active,2024-08-11T00:00:00.000Z,2024-08-25T00:00:00.000Z
GOL-697648,STU-000186,Skills Development,Master video editing,Master video editing - Personal development goal for Better Youth student,2025-05-14,2025-11-15,2025-10-01,Medium,41,2,4,MNT-0182,STF-0026,PRG-012,Time constraints,None additional,2025-05-14,2025-06-13,,Completed,2024-08-15T00:00:00.000Z,2024-08-29T00:00:00.000Z
GOL-697682,STU-000469,Creative,Build portfolio,Build portfolio - Personal development goal for Better Youth student,2025-06-17,2025-09-14,null,Low,75,8,2,MNT-0077,STF-0037,PRG-012,Academic demands,Mentoring,2025-06-17,2025-07-17,Excellent progress,On Hold,2024-09-18T00:00:00.000Z,2024-10-02T00:00:00.000Z
GOL-697707,STU-001913,Academic,Improve attendance,Improve attendance - Personal development goal for Better Youth student,2025-07-12,2025-11-07,null,High,100,5,0,null,STF-0036,PRG-006,None,Equipment access,2025-07-12,2025-08-11,Needs attention,Active,2024-10-13T00:00:00.000Z,2024-10-27T00:00:00.000Z
GOL-697729,STU-000384,Career,Learn new software,Learn new software - Personal development goal for Better Youth student,2025-08-03,2026-02-16,null,High,21,6,4,MNT-0025,STF-0032,PRG-006,None,Tutoring,2025-08-03,2025-09-02,Revised timeline,Active,2024-11-04T00:00:00.000Z,2024-11-18T00:00:00.000Z
GOL-697794,STU-000838,Leadership,Create independent project,Create independent project - Personal development goal for Better Youth student,2025-10-07,2026-01-25,null,Low,86,8,6,MNT-0151,STF-0015,PRG-008,Work schedule,Mentoring,2025-10-07,2025-11-06,Excellent progress,Cancelled,2025-01-08T00:00:00.000Z,2025-01-22T00:00:00.000Z
GOL-697841,STU-000024,Skills Development,Mentor a peer,Mentor a peer - Personal development goal for Better Youth student,2025-11-23,2026-02-24,null,Medium,32,6,8,MNT-0025,STF-0003,PRG-010,Time constraints,Tutoring,2025-11-23,2025-12-23,Revised timeline,Active,2025-02-24T00:00:00.000Z,2025-03-10T00:00:00.000Z
GOL-697883,STU-001779,Creative,Leadership role,Leadership role - Personal development goal for Better Youth student,2025-01-04,2025-05-23,2025-08-11,Low,74,6,5,MNT-0193,STF-0049,null,Academic demands,Equipment access,2025-01-04,2025-02-03,Revised timeline,On Hold,2025-04-07T00:00:00.000Z,2025-04-21T00:00:00.000Z
GOL-697926,STU-001234,Career,Financial savings goal,Financial savings goal - Personal development goal for Better Youth student,2025-02-16,2025-09-04,2025-07-26,High,16,7,3,null,STF-0022,PRG-007,None,Counseling,2025-02-16,2025-03-18,Additional support provided,Active,2025-05-20T00:00:00.000Z,2025-06-03T00:00:00.000Z
GOL-698024,STU-000384,Career,Complete community service hours,Complete community service hours - Personal development goal for Better Youth student,2025-05-25,2025-12-02,null,High,13,7,2,MNT-0001,STF-0043,null,None,None additional,2025-05-25,2025-06-24,Additional support provided,Active,2025-08-26T00:00:00.000Z,2025-09-09T00:00:00.000Z
GOL-698039,STU-000983,Skills Development,Complete community service hours,Complete community service hours - Personal development goal for Better Youth student,2025-06-09,2025-07-10,null,Medium,28,8,8,MNT-0127,STF-0033,PRG-015,Time constraints,Flexible scheduling,2025-06-09,2025-07-09,Excellent progress,Active,2025-09-10T00:00:00.000Z,2025-09-24T00:00:00.000Z
GOL-698066,STU-000640,Financial,Mentor a peer,Mentor a peer - Personal development goal for Better Youth student,2025-07-06,2026-01-25,null,Medium,55,7,8,MNT-0140,STF-0035,PRG-004,Transportation,Mentoring,2025-07-06,2025-08-05,Additional support provided,Completed,2025-10-07T00:00:00.000Z,2025-10-21T00:00:00.000Z
GOL-698084,STU-001225,Creative,Complete community service hours,Complete community service hours - Personal development goal for Better Youth student,2025-07-24,2025-12-06,2025-11-14,Low,73,4,8,null,STF-0025,PRG-005,Academic demands,Transportation,2025-07-24,2025-08-23,Ahead of schedule,On Hold,2025-10-25T00:00:00.000Z,2025-11-08T00:00:00.000Z
GOL-698115,STU-001138,Career,Complete program certification,Complete program certification - Personal development goal for Better Youth student,2025-08-24,2026-02-17,2025-12-04,High,3,7,3,MNT-0153,STF-0007,null,None,Equipment access,2025-08-24,2025-09-23,Additional support provided,Active,2025-11-25T00:00:00.000Z,2025-12-09T00:00:00.000Z
