outcome_id,student_id,metric_id,measurement_date,measurement_period,value,previous_value,target_value,target_met,improvement_from_baseline,percentile_rank,assessed_by_staff_id,assessment_method,confidence_level,supporting_evidence,context_notes,program_id,cohort_id,follow_up_required,intervention_recommended,data_quality_flag,created_at,updated_at
OUT-543859,STU-001916,MTR-006,2025-01-10,Q4 2024,75.00,null,96.00,true,50.00,60,STF-0035,Staff Evaluation,Medium,Test Scores,First measurement,PRG-006,COH-2024,false,None,Valid,2023-09-01T00:00:00.000Z,2023-09-08T00:00:00.000Z
OUT-544025,STU-000608,MTR-014,2025-06-25,Q2 2024,39.00,39.00,58.00,true,3.00,26,STF-0011,Observation,High,Observation Notes,On track,PRG-002,COH-2025,false,None,Valid,2024-02-14T00:00:00.000Z,2024-02-21T00:00:00.000Z
OUT-544048,STU-001518,MTR-004,2025-07-18,Q1 2024,62.00,null,81.00,true,26.00,49,STF-0044,System Calculated,High,Test Scores,First measurement,PRG-006,COH-2024,false,None,Valid,2024-03-08T00:00:00.000Z,2024-03-15T00:00:00.000Z
OUT-544105,STU-000948,MTR-016,2025-09-13,Q2 2023,18.00,null,87.00,true,12.00,6,STF-0026,Staff Evaluation,High,Attendance Records,Significant improvement,PRG-009,COH-2024,true,None,Valid,2024-05-04T00:00:00.000Z,2024-05-11T00:00:00.000Z
OUT-544116,STU-001867,MTR-011,2025-09-24,Q1 2023,29.00,29.00,98.00,true,23.00,17,STF-0001,Self-Assessment,High,Observation Notes,On track,PRG-015,COH-2023,true,None,Valid,2024-05-15T00:00:00.000Z,2024-05-22T00:00:00.000Z
OUT-544183,STU-000133,MTR-015,2025-11-30,Q4 2024,96.00,null,63.00,false,19.00,84,STF-0028,Staff Evaluation,Medium,Project Completion,Needs additional support,PRG-003,COH-2024,false,Counseling,Estimated,2024-07-21T00:00:00.000Z,2024-07-28T00:00:00.000Z
OUT-544190,STU-001392,MTR-005,2025-12-07,Q3 2023,2.00,2.00,70.00,false,26.00,91,STF-0010,Peer Review,Low,Project Completion,Needs additional support,PRG-012,COH-2025,false,Resource Provision,Incomplete,2024-07-28T00:00:00.000Z,2024-08-04T00:00:00.000Z
OUT-544191,STU-000753,MTR-028,2025-12-08,Q4 2023,3.00,3.00,71.00,false,27.00,92,STF-0045,External Assessment,Low,Certification,Exceeded expectations,PRG-007,COH-2023,false,Resource Provision,Incomplete,2024-07-29T00:00:00.000Z,2024-08-05T00:00:00.000Z
OUT-544247,STU-000608,MTR-023,2025-02-02,Q4 2025,59.00,59.00,76.00,true,12.00,48,STF-0043,Observation,High,Certification,Exceeded expectations,PRG-004,COH-2025,false,None,Valid,2024-09-23T00:00:00.000Z,2024-09-30T00:00:00.000Z
OUT-544266,STU-000112,MTR-012,2025-02-21,Q3 2024,78.00,null,95.00,true,31.00,67,STF-0039,Self-Assessment,Medium,Attendance Records,Significant improvement,PRG-014,COH-2023,false,Additional Tutoring,Valid,2024-10-12T00:00:00.000Z,2024-10-19T00:00:00.000Z
OUT-544267,STU-000948,MTR-015,2025-02-22,Q4 2024,79.00,79.00,96.00,true,32.00,68,STF-0017,Staff Evaluation,Medium,Project Completion,Needs additional support,PRG-013,COH-2024,false,Additional Tutoring,Valid,2024-10-13T00:00:00.000Z,2024-10-20T00:00:00.000Z
OUT-544377,STU-001974,MTR-019,2025-06-12,Q2 2025,88.00,88.00,53.00,false,0.00,78,STF-0014,External Assessment,Medium,Test Scores,First measurement,PRG-005,COH-2023,false,Mentorship,Valid,2025-01-31T00:00:00.000Z,2025-02-07T00:00:00.000Z
OUT-544392,STU-000641,MTR-011,2025-06-27,Q1 2023,2.00,2.00,68.00,false,15.00,93,STF-0033,Self-Assessment,Low,Attendance Records,Significant improvement,PRG-005,COH-2023,false,Resource Provision,Incomplete,2025-02-15T00:00:00.000Z,2025-02-22T00:00:00.000Z
OUT-544458,STU-000212,MTR-014,2025-09-01,Q3 2024,68.00,68.00,83.00,true,10.00,59,STF-0004,Self-Assessment,Medium,Survey Response,External factors affected score,PRG-008,COH-2023,false,None,Valid,2025-04-22T00:00:00.000Z,2025-04-29T00:00:00.000Z
OUT-544469,STU-000969,MTR-016,2025-09-12,Q2 2024,79.00,79.00,94.00,true,21.00,70,STF-0023,Observation,Medium,Attendance Records,Significant improvement,PRG-002,COH-2025,false,Additional Tutoring,Valid,2025-05-03T00:00:00.000Z,2025-05-10T00:00:00.000Z
OUT-544487,STU-001257,MTR-026,2025-09-30,Q4 2025,97.00,null,61.00,false,39.00,88,STF-0043,Observation,Medium,Observation Notes,On track,PRG-011,COH-2025,false,Counseling,Estimated,2025-05-21T00:00:00.000Z,2025-05-28T00:00:00.000Z
OUT-544493,STU-001392,MTR-016,2025-10-06,Q2 2024,2.00,2.00,67.00,false,45.00,94,STF-0019,Observation,Low,Survey Response,External factors affected score,PRG-002,COH-2025,false,Resource Provision,Incomplete,2025-05-27T00:00:00.000Z,2025-06-03T00:00:00.000Z
OUT-544536,STU-001526,MTR-009,2025-11-18,Q1 2023,45.00,45.00,59.00,true,17.00,37,STF-0034,Self-Assessment,High,Observation Notes,On track,PRG-009,COH-2023,false,None,Valid,2025-07-09T00:00:00.000Z,2025-07-16T00:00:00.000Z
OUT-544562,STU-000912,MTR-024,2025-12-14,Q3 2023,71.00,null,85.00,true,43.00,63,STF-0035,Peer Review,Medium,Certification,Exceeded expectations,PRG-013,COH-2025,false,Additional Tutoring,Valid,2025-08-04T00:00:00.000Z,2025-08-11T00:00:00.000Z
OUT-544586,STU-001867,MTR-001,2025-01-07,Q3 2023,95.00,95.00,58.00,false,-4.00,87,STF-0017,Peer Review,Medium,Portfolio Review,,PRG-010,COH-2025,false,Counseling,Estimated,2025-08-28T00:00:00.000Z,2025-09-04T00:00:00.000Z
OUT-544620,STU-000133,MTR-015,2025-02-10,Q1 2023,28.00,null,92.00,true,30.00,21,STF-0046,Self-Assessment,High,Observation Notes,On track,PRG-002,COH-2023,true,None,Valid,2025-10-01T00:00:00.000Z,2025-10-08T00:00:00.000Z
OUT-544634,STU-000753,MTR-002,2025-02-24,Q3 2023,42.00,42.00,55.00,true,44.00,35,STF-0038,Peer Review,High,Observation Notes,On track,PRG-008,COH-2025,false,None,Valid,2025-10-15T00:00:00.000Z,2025-10-22T00:00:00.000Z
OUT-544638,STU-001943,MTR-014,2025-02-28,Q3 2024,46.00,46.00,59.00,true,48.00,39,STF-0029,Self-Assessment,High,Project Completion,Needs additional support,PRG-002,COH-2023,false,None,Valid,2025-10-19T00:00:00.000Z,2025-10-26T00:00:00.000Z
OUT-544670,STU-000322,MTR-014,2025-04-01,Q3 2023,78.00,null,91.00,false,9.00,71,STF-0049,Peer Review,Medium,Portfolio Review,,PRG-014,COH-2025,false,Mentorship,Valid,2025-11-20T00:00:00.000Z,2025-11-27T00:00:00.000Z
OUT-544730,STU-000133,MTR-015,2025-05-31,Q3 2023,37.00,null,100.00,true,-2.00,31,STF-0017,Peer Review,High,Certification,Exceeded expectations,PRG-009,COH-2025,false,None,Valid,2023-01-19T00:00:00.000Z,2023-01-26T00:00:00.000Z
OUT-544742,STU-001867,MTR-019,2025-06-12,Q3 2023,49.00,49.00,61.00,true,10.00,43,STF-0004,Peer Review,High,Attendance Records,Significant improvement,PRG-005,COH-2025,false,None,Valid,2023-01-31T00:00:00.000Z,2023-02-07T00:00:00.000Z
OUT-544779,STU-000033,MTR-009,2025-07-19,Q4 2023,86.00,86.00,98.00,false,47.00,80,STF-0004,External Assessment,Medium,Certification,Exceeded expectations,PRG-007,COH-2023,false,Mentorship,Valid,2023-03-09T00:00:00.000Z,2023-03-16T00:00:00.000Z
OUT-544780,STU-000068,MTR-021,2025-07-20,Q1 2024,87.00,null,99.00,false,48.00,81,STF-0027,System Calculated,Medium,Survey Response,External factors affected score,PRG-015,COH-2024,false,Counseling,Estimated,2023-03-10T00:00:00.000Z,2023-03-17T00:00:00.000Z
OUT-544855,STU-001392,MTR-011,2025-10-03,Q4 2024,61.00,null,72.00,true,-19.00,56,STF-0004,Staff Evaluation,Medium,Project Completion,Needs additional support,PRG-011,COH-2024,false,None,Valid,2023-05-24T00:00:00.000Z,2023-05-31T00:00:00.000Z
OUT-544860,STU-001173,MTR-026,2025-10-08,Q1 2023,66.00,66.00,77.00,true,-14.00,61,STF-0010,Self-Assessment,Medium,Test Scores,First measurement,PRG-015,COH-2023,false,Additional Tutoring,Valid,2023-05-29T00:00:00.000Z,2023-06-05T00:00:00.000Z
OUT-544973,STU-000259,MTR-027,2025-01-29,Q2 2024,78.00,78.00,88.00,false,28.00,74,STF-0029,Observation,Medium,Attendance Records,Significant improvement,PRG-010,COH-2025,false,Mentorship,Valid,2023-09-19T00:00:00.000Z,2023-09-26T00:00:00.000Z
OUT-235020,STU-001083,MTR-019,2025-11-22,Q1 2023,94.00,94.00,62.00,true,-10.00,21,STF-0037,Self-Assessment,High,Attendance Records,Significant improvement,PRG-008,COH-2023,true,None,Valid,2024-04-21T00:00:00.000Z,2024-04-28T00:00:00.000Z
OUT-235035,STU-000556,MTR-009,2025-12-07,Q4 2023,8.00,8.00,77.00,true,5.00,36,STF-0050,External Assessment,High,Project Completion,Needs additional support,PRG-010,COH-2023,false,None,Valid,2024-05-06T00:00:00.000Z,2024-05-13T00:00:00.000Z
OUT-235049,STU-001229,MTR-001,2025-12-21,Q2 2024,22.00,22.00,91.00,true,19.00,50,STF-0020,Observation,High,Project Completion,Needs additional support,PRG-006,COH-2025,false,None,Valid,2024-05-20T00:00:00.000Z,2024-05-27T00:00:00.000Z
OUT-235081,STU-000482,MTR-030,2025-01-22,Q2 2023,54.00,54.00,72.00,false,-20.00,82,STF-0046,Staff Evaluation,Medium,Portfolio Review,,PRG-015,COH-2024,false,Counseling,Estimated,2024-06-21T00:00:00.000Z,2024-06-28T00:00:00.000Z
OUT-235117,STU-000912,MTR-005,2025-02-27,Q2 2023,90.00,90.00,57.00,true,16.00,18,STF-0050,Staff Evaluation,High,Test Scores,First measurement,PRG-005,COH-2024,true,None,Valid,2024-07-27T00:00:00.000Z,2024-08-03T00:00:00.000Z
OUT-235224,STU-000133,MTR-015,2025-06-14,Q1 2023,96.00,null,62.00,true,-19.00,25,STF-0044,Self-Assessment,High,Project Completion,Needs additional support,PRG-006,COH-2023,true,None,Valid,2024-11-11T00:00:00.000Z,2024-11-18T00:00:00.000Z
OUT-235288,STU-000322,MTR-001,2025-08-17,Q1 2024,59.00,59.00,75.00,false,45.00,89,STF-0003,System Calculated,Medium,Certification,Exceeded expectations,PRG-008,COH-2024,false,Resource Provision,Estimated,2025-01-14T00:00:00.000Z,2025-01-21T00:00:00.000Z
OUT-235317,STU-001855,MTR-020,2025-09-15,Q2 2025,88.00,null,53.00,true,3.00,18,STF-0023,External Assessment,High,Survey Response,External factors affected score,PRG-008,COH-2023,true,None,Valid,2025-02-12T00:00:00.000Z,2025-02-19T00:00:00.000Z
OUT-235359,STU-000033,MTR-029,2025-10-27,Q4 2023,29.00,null,95.00,true,45.00,60,STF-0026,External Assessment,Medium,Survey Response,External factors affected score,PRG-010,COH-2023,false,None,Valid,2025-03-26T00:00:00.000Z,2025-04-02T00:00:00.000Z
OUT-235442,STU-001200,MTR-014,2025-01-18,Q3 2023,11.00,11.00,76.00,true,-14.00,43,STF-0046,Peer Review,High,Certification,Exceeded expectations,PRG-008,COH-2025,false,None,Valid,2025-06-17T00:00:00.000Z,2025-06-24T00:00:00.000Z
OUT-235472,STU-000641,MTR-026,2025-02-17,Q1 2025,41.00,null,55.00,false,16.00,73,STF-0004,Peer Review,Medium,Observation Notes,On track,PRG-014,COH-2025,false,Mentorship,Valid,2025-07-17T00:00:00.000Z,2025-07-24T00:00:00.000Z
OUT-235522,STU-000641,MTR-003,2025-04-08,Q3 2025,91.00,null,54.00,true,-5.00,23,STF-0027,System Calculated,High,Portfolio Review,,PRG-002,COH-2024,true,None,Valid,2025-09-05T00:00:00.000Z,2025-09-12T00:00:00.000Z
OUT-235614,STU-000299,MTR-007,2025-07-09,Q3 2024,82.00,82.00,95.00,true,16.00,15,STF-0050,Self-Assessment,High,Test Scores,First measurement,PRG-009,COH-2023,true,None,Valid,2025-12-06T00:00:00.000Z,2025-12-13T00:00:00.000Z
OUT-235669,STU-000842,MTR-022,2025-09-02,Q2 2023,36.00,36.00,99.00,true,0.00,70,STF-0002,Staff Evaluation,Medium,Portfolio Review,,PRG-001,COH-2024,false,Additional Tutoring,Valid,2023-01-30T00:00:00.000Z,2023-02-06T00:00:00.000Z
OUT-235675,STU-001200,MTR-007,2025-09-08,Q4 2024,42.00,42.00,54.00,false,6.00,76,STF-0016,Staff Evaluation,Medium,Observation Notes,On track,PRG-008,COH-2024,false,Mentorship,Valid,2023-02-05T00:00:00.000Z,2023-02-12T00:00:00.000Z
OUT-235684,STU-001371,MTR-021,2025-09-17,Q1 2024,51.00,51.00,63.00,false,15.00,85,STF-0034,System Calculated,Medium,Test Scores,First measurement,PRG-002,COH-2024,false,Counseling,Estimated,2023-02-14T00:00:00.000Z,2023-02-21T00:00:00.000Z
OUT-235706,STU-000576,MTR-025,2025-10-09,Q3 2023,73.00,73.00,85.00,true,37.00,7,STF-0026,Peer Review,High,Attendance Records,Significant improvement,PRG-013,COH-2025,true,None,Valid,2023-03-08T00:00:00.000Z,2023-03-15T00:00:00.000Z
OUT-235731,STU-000454,MTR-017,2025-11-03,Q4 2023,98.00,98.00,59.00,true,-9.00,32,STF-0031,External Assessment,High,Observation Notes,On track,PRG-005,COH-2023,false,None,Valid,2023-04-02T00:00:00.000Z,2023-04-09T00:00:00.000Z
OUT-235737,STU-001867,MTR-018,2025-11-09,Q2 2025,3.00,3.00,65.00,true,-3.00,38,STF-0045,External Assessment,High,Survey Response,External factors affected score,PRG-010,COH-2023,false,None,Valid,2023-04-08T00:00:00.000Z,2023-04-15T00:00:00.000Z
OUT-235782,STU-001797,MTR-015,2025-12-24,Q3 2024,48.00,null,59.00,false,42.00,83,STF-0013,Self-Assessment,Medium,Test Scores,First measurement,PRG-008,COH-2023,false,Counseling,Estimated,2023-05-23T00:00:00.000Z,2023-05-30T00:00:00.000Z
OUT-235811,STU-001200,MTR-015,2025-01-22,Q4 2025,77.00,null,88.00,true,0.00,12,STF-0042,Observation,High,Attendance Records,Significant improvement,PRG-002,COH-2025,true,None,Valid,2023-06-21T00:00:00.000Z,2023-06-28T00:00:00.000Z
OUT-235821,STU-000299,MTR-017,2025-02-01,Q2 2025,87.00,87.00,98.00,true,10.00,22,STF-0024,External Assessment,High,Survey Response,External factors affected score,PRG-007,COH-2023,true,None,Valid,2023-07-01T00:00:00.000Z,2023-07-08T00:00:00.000Z
OUT-235837,STU-000299,MTR-016,2025-02-17,Q2 2023,2.00,2.00,63.00,true,26.00,38,STF-0017,Staff Evaluation,High,Portfolio Review,,PRG-002,COH-2024,false,None,Valid,2023-07-17T00:00:00.000Z,2023-07-24T00:00:00.000Z
OUT-235843,STU-001083,MTR-014,2025-02-23,Q4 2024,8.00,null,69.00,true,32.00,44,STF-0033,Staff Evaluation,High,Observation Notes,On track,PRG-015,COH-2024,false,None,Valid,2023-07-23T00:00:00.000Z,2023-07-30T00:00:00.000Z
OUT-235945,STU-001518,MTR-023,2025-06-05,Q2 2023,9.00,null,69.00,true,-8.00,46,STF-0021,Staff Evaluation,High,Project Completion,Needs additional support,PRG-001,COH-2024,false,None,Valid,2023-11-02T00:00:00.000Z,2023-11-09T00:00:00.000Z
OUT-235963,STU-001518,MTR-022,2025-06-23,Q4 2024,27.00,null,87.00,true,10.00,64,STF-0033,Staff Evaluation,Medium,Portfolio Review,,PRG-007,COH-2024,false,Additional Tutoring,Valid,2023-11-20T00:00:00.000Z,2023-11-27T00:00:00.000Z
OUT-236014,STU-001371,MTR-009,2025-08-13,Q3 2025,78.00,78.00,87.00,true,-10.00,15,STF-0042,System Calculated,High,Attendance Records,Significant improvement,PRG-009,COH-2024,true,None,Valid,2024-01-10T00:00:00.000Z,2024-01-17T00:00:00.000Z
OUT-236030,STU-000561,MTR-004,2025-08-29,Q3 2023,94.00,null,52.00,true,6.00,31,STF-0018,Peer Review,High,Certification,Exceeded expectations,PRG-004,COH-2025,false,None,Valid,2024-01-26T00:00:00.000Z,2024-02-02T00:00:00.000Z
OUT-236087,STU-000212,MTR-005,2025-10-25,Q4 2025,50.00,50.00,58.00,false,-8.00,88,STF-0019,Observation,Medium,Survey Response,External factors affected score,PRG-015,COH-2025,false,Counseling,Estimated,2024-03-23T00:00:00.000Z,2024-03-30T00:00:00.000Z
OUT-236094,STU-000159,MTR-005,2025-11-01,Q3 2024,57.00,57.00,65.00,false,-1.00,95,STF-0011,Self-Assessment,Low,Survey Response,External factors affected score,PRG-010,COH-2023,false,Resource Provision,Incomplete,2024-03-30T00:00:00.000Z,2024-04-06T00:00:00.000Z
OUT-236099,STU-000556,MTR-016,2025-11-06,Q4 2025,62.00,null,70.00,false,4.00,100,STF-0014,Observation,Low,Project Completion,Needs additional support,PRG-001,COH-2025,false,Program Change,Needs Review,2024-04-04T00:00:00.000Z,2024-04-11T00:00:00.000Z
OUT-236204,STU-001797,MTR-007,2025-02-19,Q1 2025,66.00,66.00,73.00,true,38.00,5,STF-0022,Peer Review,High,Project Completion,Needs additional support,PRG-009,COH-2025,true,None,Valid,2024-07-18T00:00:00.000Z,2024-07-25T00:00:00.000Z
OUT-236348,STU-001916,MTR-030,2025-07-13,Q1 2025,8.00,null,64.00,true,40.00,49,STF-0029,Peer Review,High,Portfolio Review,,PRG-014,COH-2025,false,None,Valid,2024-12-09T00:00:00.000Z,2024-12-16T00:00:00.000Z
OUT-236427,STU-001239,MTR-005,2025-09-30,Q4 2023,87.00,null,92.00,true,48.00,28,STF-0021,External Assessment,High,Attendance Records,Significant improvement,PRG-003,COH-2023,false,None,Valid,2025-02-26T00:00:00.000Z,2025-03-05T00:00:00.000Z
OUT-236450,STU-000608,MTR-018,2025-10-23,Q3 2023,9.00,9.00,64.00,true,0.00,51,STF-0014,Peer Review,Medium,Certification,Exceeded expectations,PRG-009,COH-2025,false,None,Valid,2025-03-21T00:00:00.000Z,2025-03-28T00:00:00.000Z
OUT-236508,STU-000259,MTR-027,2025-12-20,Q1 2023,67.00,67.00,71.00,true,-13.00,9,STF-0048,Self-Assessment,High,Observation Notes,On track,PRG-008,COH-2023,true,None,Valid,2025-05-18T00:00:00.000Z,2025-05-25T00:00:00.000Z
OUT-236541,STU-001200,MTR-014,2025-01-22,Q2 2025,100.00,null,53.00,true,20.00,42,STF-0030,External Assessment,High,Certification,Exceeded expectations,PRG-010,COH-2023,false,None,Valid,2025-06-20T00:00:00.000Z,2025-06-27T00:00:00.000Z
OUT-236548,STU-001943,MTR-008,2025-01-29,Q1 2024,6.00,6.00,60.00,true,27.00,49,STF-0042,System Calculated,High,Certification,Exceeded expectations,PRG-014,COH-2024,false,None,Valid,2025-06-27T00:00:00.000Z,2025-07-04T00:00:00.000Z
OUT-236551,STU-001998,MTR-014,2025-02-01,Q4 2024,9.00,null,63.00,true,30.00,52,STF-0005,Staff Evaluation,Medium,Portfolio Review,,PRG-012,COH-2024,false,None,Valid,2025-06-30T00:00:00.000Z,2025-07-07T00:00:00.000Z
OUT-236610,STU-000047,MTR-010,2025-04-01,Q3 2024,68.00,68.00,71.00,true,18.00,11,STF-0024,Self-Assessment,High,Project Completion,Needs additional support,PRG-013,COH-2023,true,None,Valid,2025-08-28T00:00:00.000Z,2025-09-04T00:00:00.000Z
OUT-236630,STU-000608,MTR-020,2025-04-21,Q3 2023,88.00,88.00,91.00,true,38.00,31,STF-0001,Peer Review,High,Attendance Records,Significant improvement,PRG-006,COH-2025,false,None,Valid,2025-09-17T00:00:00.000Z,2025-09-24T00:00:00.000Z
OUT-236735,STU-001200,MTR-009,2025-08-04,Q4 2025,92.00,92.00,94.00,true,1.00,36,STF-0026,Observation,High,Attendance Records,Significant improvement,PRG-007,COH-2025,false,None,Valid,2025-12-31T00:00:00.000Z,2026-01-07T00:00:00.000Z
OUT-236796,STU-001974,MTR-016,2025-10-04,Q1 2023,52.00,52.00,53.00,false,-9.00,97,STF-0022,Self-Assessment,Low,Portfolio Review,,PRG-015,COH-2023,false,Program Change,Needs Review,2023-03-02T00:00:00.000Z,2023-03-09T00:00:00.000Z
OUT-236811,STU-001229,MTR-017,2025-10-19,Q4 2023,67.00,67.00,68.00,true,6.00,12,STF-0011,External Assessment,High,Test Scores,First measurement,PRG-014,COH-2023,true,None,Valid,2023-03-17T00:00:00.000Z,2023-03-24T00:00:00.000Z
OUT-236816,STU-001670,MTR-016,2025-10-24,Q1 2025,72.00,72.00,73.00,true,11.00,17,STF-0024,Peer Review,High,Observation Notes,On track,PRG-002,COH-2025,true,None,Valid,2023-03-22T00:00:00.000Z,2023-03-29T00:00:00.000Z
OUT-236825,STU-001943,MTR-028,2025-11-02,Q2 2024,81.00,null,82.00,true,20.00,26,STF-0024,Observation,High,Test Scores,First measurement,PRG-004,COH-2025,false,None,Valid,2023-03-31T00:00:00.000Z,2023-04-07T00:00:00.000Z
OUT-236881,STU-000068,MTR-010,2025-12-28,Q2 2023,36.00,36.00,87.00,false,5.00,82,STF-0028,Staff Evaluation,Medium,Test Scores,First measurement,PRG-014,COH-2024,false,Counseling,Estimated,2023-05-26T00:00:00.000Z,2023-06-02T00:00:00.000Z
OUT-236903,STU-001916,MTR-007,2025-01-19,Q4 2025,58.00,58.00,58.00,true,27.00,4,STF-0039,Observation,High,Attendance Records,Significant improvement,PRG-007,COH-2025,true,None,Valid,2023-06-17T00:00:00.000Z,2023-06-24T00:00:00.000Z
OUT-236944,STU-000482,MTR-028,2025-03-01,Q1 2024,99.00,99.00,99.00,true,-3.00,45,STF-0041,System Calculated,High,Test Scores,First measurement,PRG-012,COH-2024,false,None,Valid,2023-07-28T00:00:00.000Z,2023-08-04T00:00:00.000Z
OUT-236952,STU-000561,MTR-024,2025-03-09,Q1 2023,6.00,6.00,56.00,true,5.00,53,STF-0004,Self-Assessment,Medium,Attendance Records,Significant improvement,PRG-006,COH-2023,false,None,Valid,2023-08-05T00:00:00.000Z,2023-08-12T00:00:00.000Z
OUT-236985,STU-000561,MTR-017,2025-04-11,Q2 2025,39.00,39.00,89.00,false,38.00,86,STF-0041,External Assessment,Medium,Portfolio Review,,PRG-008,COH-2023,false,Counseling,Estimated,2023-09-07T00:00:00.000Z,2023-09-14T00:00:00.000Z
OUT-236991,STU-001916,MTR-002,2025-04-17,Q4 2023,45.00,45.00,95.00,false,44.00,92,STF-0015,External Assessment,Low,Observation Notes,On track,PRG-001,COH-2023,false,Resource Provision,Incomplete,2023-09-13T00:00:00.000Z,2023-09-20T00:00:00.000Z
OUT-237004,STU-001173,MTR-005,2025-04-30,Q1 2024,58.00,null,57.00,true,-14.00,5,STF-0009,System Calculated,High,Survey Response,External factors affected score,PRG-003,COH-2024,true,None,Valid,2023-09-26T00:00:00.000Z,2023-10-03T00:00:00.000Z
OUT-237024,STU-001200,MTR-016,2025-05-20,Q1 2023,78.00,78.00,77.00,true,6.00,25,STF-0030,Self-Assessment,High,Certification,Exceeded expectations,PRG-005,COH-2023,true,None,Valid,2023-10-16T00:00:00.000Z,2023-10-23T00:00:00.000Z
OUT-237033,STU-000159,MTR-020,2025-05-29,Q2 2025,87.00,87.00,86.00,true,15.00,34,STF-0044,External Assessment,High,Observation Notes,On track,PRG-006,COH-2023,false,None,Valid,2023-10-25T00:00:00.000Z,2023-11-01T00:00:00.000Z
OUT-237035,STU-000993,MTR-007,2025-05-31,Q4 2025,89.00,89.00,88.00,true,17.00,36,STF-0010,Observation,High,Test Scores,First measurement,PRG-008,COH-2025,false,None,Valid,2023-10-27T00:00:00.000Z,2023-11-03T00:00:00.000Z
OUT-237038,STU-000033,MTR-016,2025-06-03,Q3 2023,92.00,92.00,91.00,true,20.00,39,STF-0003,Peer Review,High,Certification,Exceeded expectations,PRG-003,COH-2025,false,None,Valid,2023-10-30T00:00:00.000Z,2023-11-06T00:00:00.000Z
OUT-237080,STU-000753,MTR-021,2025-07-15,Q1 2025,33.00,33.00,82.00,false,-9.00,81,STF-0045,Peer Review,Medium,Certification,Exceeded expectations,PRG-009,COH-2025,false,Counseling,Estimated,2023-12-11T00:00:00.000Z,2023-12-18T00:00:00.000Z
OUT-237087,STU-001229,MTR-020,2025-07-22,Q4 2023,40.00,null,89.00,false,-2.00,88,STF-0002,External Assessment,Medium,Certification,Exceeded expectations,PRG-001,COH-2023,false,Counseling,Estimated,2023-12-18T00:00:00.000Z,2023-12-25T00:00:00.000Z
OUT-237091,STU-001855,MTR-016,2025-07-26,Q4 2024,44.00,44.00,93.00,false,2.00,92,STF-0042,Staff Evaluation,Low,Test Scores,First measurement,PRG-014,COH-2024,false,Resource Provision,Incomplete,2023-12-22T00:00:00.000Z,2023-12-29T00:00:00.000Z
